ticket_id,created_at,customer_id,region_id,channel,category,priority,first_response_min,resolution_hours,sla_breached,satisfaction_score
TCK-000664,2026-05-08 15:37:00,CUST-0162,R07,email,technical,normal,43.1,26.2,1,3.0
TCK-001383,2026-03-16 12:47:00,CUST-0239,R02,email,technical,high,63.5,49.7,1,1.9
TCK-001258,2026-05-27 20:57:00,CUST-0090,R08,phone,technical,low,16.0,29.4,0,4.0
TCK-001342,2026-05-02 08:37:00,CUST-0219,R03,chat,login,high,3.9,10.3,0,5.0
TCK-000318,2026-05-29 10:42:00,CUST-0297,R05,email,delivery,high,68.5,15.8,1,2.3
TCK-000649,2026-05-05 15:15:00,CUST-0163,R08,phone,technical,normal,4.2,54.9,1,3.3
TCK-000710,2026-03-23 10:26:00,CUST-0055,R01,email,refund,critical,17.3,53.9,1,3.0
TCK-001283,2026-04-02 15:49:00,CUST-0099,R06,email,delivery,normal,32.4,14.5,0,4.8
TCK-000973,2026-03-10 20:18:00,CUST-0296,R01,email,technical,high,82.4,178.7,1,1.9
TCK-000628,2026-04-30 20:43:00,CUST-0043,R02,email,payment,normal,57.7,9.8,0,4.8
TCK-000633,2026-04-20 19:38:00,CUST-0213,R02,chat,technical,normal,2.0,19.0,0,5.0
TCK-001307,2026-05-31 08:15:00,CUST-0093,R05,email,login,normal,78.9,7.7,0,4.4
TCK-001249,2026-05-13 08:40:00,CUST-0215,R04,email,technical,low,7.5,26.7,0,3.8
TCK-001472,2026-04-08 08:48:00,CUST-0047,R07,phone,technical,low,27.1,14.7,0,4.5
TCK-001255,2026-05-15 19:52:00,CUST-0081,R02,web_form,technical,normal,29.8,25.1,1,3.6
TCK-001394,2026-03-10 14:39:00,CUST-0119,R03,chat,payment,low,3.2,4.8,0,
TCK-000796,2026-04-17 17:20:00,CUST-0007,R02,chat,login,high,3.3,3.3,0,5.0
TCK-000646,2026-04-23 10:24:00,CUST-0050,R08,web_form,technical,high,19.9,37.1,1,2.0
TCK-001013,2026-04-08 08:17:00,CUST-0230,R01,chat,refund,normal,3.9,21.4,0,4.9
TCK-000557,2026-06-03 19:20:00,CUST-0241,R05,chat,refund,normal,8.2,31.1,1,4.5
TCK-000682,2026-04-02 12:20:00,CUST-0122,R04,chat,login,normal,7.9,1.3,0,5.0
TCK-000578,2026-06-06 12:52:00,CUST-0043,R06,chat,delivery ,high,1.4,2.2,0,5.0
TCK-001110,2026-03-23 13:15:00,CUST-0274,R03,web_form,technical,normal,15.2,7.6,0,5.0
TCK-001267,2026-05-19 12:43:00,CUST-0167,R02,email,login,normal,117.2,5.0,0,3.8
TCK-001184,2026-03-05 10:47:00,CUST-0205,R02,email,technical,normal,20.2,48.6,1,3.0
TCK-000525,2026-05-13 20:40:00,CUST-0256,R08,email,account,normal,51.0,3.3,0,3.6
TCK-001060,2026-03-03 15:00:00,CUST-0133,R01,chat,login,low,3.3,9.2,0,5.0
TCK-000541,2026-06-06 18:19:00,CUST-0327,R06,email,payment,normal,14.0,5.5,0,4.6
TCK-001195,2026-04-29 16:44:00,CUST-0202,R01,email,account,critical,30.1,15.6,1,3.5
TCK-000749,2026-04-16 11:54:00,CUST-0013,R05,web_form,account,low,57.6,13.5,0,4.1
TCK-001497,2026-05-04 09:37:00,CUST-0120,R06,phone,delivery,normal,9.3,30.8,1,3.7
TCK-000485,2026-05-18 16:50:00,CUST-0174,R01,web_form,delivery,normal,1.2,13.5,0,4.5
TCK-000096,2026-05-18 09:14:00,CUST-0042,R01,web_form,account,critical,23.2,15.3,1,4.2
TCK-001021,2026-05-27 11:05:00,CUST-0198,R05,chat,payment,normal,9.3,9.2,0,5.0
TCK-000564,2026-06-02 09:41:00,CUST-0316,R03,phone,technical,normal,3.5,29.3,1,3.3
TCK-001265,2026-03-17 15:49:00,CUST-0056,R02,phone,login,normal,1.1,5.2,0,4.7
TCK-000743,2026-05-22 17:59:00,CUST-0158,R07,phone,account,high,19.0,21.6,1,3.6
TCK-000864,2026-05-22 16:53:00,CUST-0246,R01,email,payment,high,22.0,25.2,1,3.5
TCK-000892,2026-03-08 15:58:00,CUST-0005,R01,chat,login,normal,3.9,4.3,0,5.0
TCK-001039,2026-06-08 19:30:00,CUST-0045,R01,phone,refund,normal,5.8,58.6,1,2.8
TCK-000207,2026-03-12 16:43:00,CUST-0139,R02,email,refund,normal,6.0,65.4,1,2.0
TCK-000393,2026-04-23 16:06:00,CUST-0088,R04,email,technical,low,61.4,28.2,0,3.5
TCK-000795,2026-03-25 08:26:00,CUST-0074,R01,chat,account,low,5.6,16.0,0,4.3
TCK-000871,2026-04-23 19:32:00,CUST-0187,R05,chat,payment,normal,7.0,2.6,0,5.0
TCK-000398,2026-05-04 15:02:00,CUST-0302,R02,chat,refund,normal,14.2,25.1,1,3.9
TCK-000767,2026-06-02 15:37:00,CUST-0065,R02,email,account,critical,23.7,2.0,0,5.0
TCK-001387,2026-04-11 11:42:00,CUST-0252,R01,chat,delivery,normal,4.3,33.2,1,3.8
TCK-001242,2026-04-29 19:32:00,CUST-0224,R01,chat,account,normal,6.1,9.4,0,5.0
TCK-001029,2026-06-08 08:52:00,CUST-0196,R02,chat,account,low,10.3,1.0,0,4.4
TCK-000643,2026-04-20 14:52:00,CUST-0114,R01,email,technical,normal,40.3,6.2,0,4.7
TCK-000613,2026-06-01 10:16:00,CUST-0005,R03,email,login,normal,78.3,11.5,0,3.8
TCK-000961,2026-06-01 08:11:00,CUST-0318,R02,chat,login,normal,4.8,3.5,0,4.5
TCK-000726,2026-05-28 19:01:00,CUST-0073,R06,phone,refund,high,8.6,94.8,1,1.6
TCK-000684,2026-06-04 11:21:00,CUST-0156,R05,chat,technical,normal,2.7,18.4,0,4.4
TCK-000099,2026-04-16 10:05:00,CUST-0036,R02,email,technical,normal,44.4,16.2,0,4.0
TCK-000805,2026-03-31 14:44:00,CUST-0091,R01,chat,payment,normal,5.3,6.1,0,5.0
TCK-000407,2026-05-28 18:37:00,CUST-0037,R02,phone,technical,normal,13.4,10.9,0,4.8
TCK-000503,2026-03-24 08:22:00,CUST-0280,R02,chat,technical,normal,6.2,28.8,1,3.8
TCK-001072,2026-04-21 11:17:00,CUST-0165,R02,email,technical,normal,32.7,37.6,1,2.3
TCK-001057,2026-03-29 15:19:00,CUST-0128,R99,chat,login,normal,1.7,8.3,0,5.0
TCK-000930,2026-03-12 15:09:00,CUST-0109,R01,email,technical,normal,63.9,10.5,0,4.2
TCK-000780,2026-04-14 17:28:00,CUST-0097,R08,email,refund,normal,18.6,35.2,1,3.1
TCK-000201,2026-04-17 12:10:00,CUST-0213,R03,chat,technical,low,2.3,21.7,0,5.0
TCK-000135,2026-05-01 16:00:00,CUST-0167,R06,email,account,normal,30.8,12.6,0,3.8
TCK-001052,2026-04-09 08:15:00,CUST-0106,R01,web_form,technical,normal,15.3,13.9,0,4.3
TCK-000041,2026-05-15 15:45:00,CUST-0066,R07,EMAIL,technical,normal,10.2,21.8,0,4.0
TCK-001018,2026-06-01 15:13:00,CUST-0118,R06,phone,refund,high,12.1,22.7,1,4.3
TCK-000231,2026-04-08 16:09:00,CUST-0037,R01,chat,refund,normal,10.6,3.4,0,4.3
TCK-000379,2026-05-01 13:38:00,CUST-0320,,email,refund,normal,78.8,29.1,1,3.0
TCK-000289,2026-05-26 10:11:00,CUST-0149,R05,web_form,technical,critical,3.9,17.2,1,4.0
TCK-000419,2026-03-16 12:34:00,CUST-0104,R04,chat,technical,high,3.8,31.0,1,4.0
TCK-000392,2026-05-30 11:57:00,CUST-0241,R08,web_form,refund,low,18.4,30.5,0,4.6
TCK-000593,2026-03-12 11:57:00,CUST-0286,R04,chat,technical,critical,1.0,92.1,1,2.2
TCK-001163,2026-04-03 14:14:00,CUST-0143,R01,chat,delivery,low,2.8,18.5,0,4.5
TCK-001087,2026-04-25 11:53:00,CUST-0291,R03,email,delivery,normal,35.7,4.0,0,4.5
TCK-000648,2026-03-10 13:22:00,CUST-0218,R02,phone,account,high,16.2,15.2,1,4.3
TCK-001153,2026-04-01 15:03:00,CUST-0078,R06,phone,payment,critical,3.6,22.1,1,4.3
TCK-001368,2026-06-03 11:13:00,CUST-0030,R07,chat,account,critical,1.0,25.0,1,3.9
TCK-000521,2026-05-29 09:06:00,CUST-0151,R01,web_form,login,normal,2.6,2.5,0,5.0
TCK-000065,2026-03-24 17:37:00,CUST-0324,R02,chat,technical,normal,10.7,15.2,0,4.7
TCK-000015,2026-03-19 10:52:00,CUST-0055,R04,chat,technical,normal,6.7,80.9,1,1.6
TCK-001181,2026-04-17 17:20:00,CUST-0114,R02,chat,payment,low,6.5,6.1,0,5.0
TCK-001065,2026-03-09 09:41:00,CUST-0157,R03, WEB_FORM,account,critical,5.8,14.0,1,3.7
TCK-000493,2026-04-13 20:13:00,CUST-0052,R01,chat,technical,critical,8.4,33.3,1,3.8
TCK-000380,2026-04-15 18:41:00,CUST-0163,R01,chat,technical,normal,13.1,5.1,0,5.0
TCK-000188,2026-05-19 08:44:00,CUST-0186,R06,chat,payment,critical,4.2,8.2,1,4.5
TCK-000764,2026-03-23 21:05:00,CUST-0230,R02,chat,account,normal,5.6,4.6,0,5.0
TCK-000217,2026-05-12 10:01:00,CUST-0102,R06,web_form,payment,critical,17.6,27.4,0,4.9
TCK-000792,2026-05-19 15:17:00,CUST-0314,R02,email,payment,low,24.7,10.0,0,3.6
TCK-001077,2026-03-02 14:16:00,CUST-0289,R01,chat,login,critical,1.8,10.4,1,4.3
TCK-000879,2026-06-07 20:06:00,CUST-0225,R01,email,delivery,normal,39.4,18.1,0,4.4
TCK-000338,2026-05-18 18:24:00,CUST-0262,R01,phone,technical,normal,6.5,217.9,1,4.2
TCK-000720,2026-04-13 11:52:00,CUST-0222,R05,phone,payment,normal,20.2,17.4,0,4.6
TCK-000296,2026-06-08 21:14:00,CUST-0275,R01,web_form,payment,normal,29.6,13.3,0,4.4
TCK-001017,2026-03-29 14:19:00,CUST-0046,R08,chat,technical,normal,4.0,34.2,0,4.3
TCK-001276,2026-03-21 10:33:00,CUST-0283,R05,web_form,login,normal,36.3,2.5,0,4.7
TCK-000456,2026-05-02 16:48:00,CUST-0145,R01,email,delivery,normal,12.8,6.4,0,5.0
TCK-001464,2026-03-06 08:18:00,CUST-0122,R02,chat,payment,normal,1.9,10.7,0,5.0
TCK-000816,2026-05-23 12:59:00,CUST-0241,R08,email,technical,normal,58.0,5.9,0,4.9
TCK-000270,2026-05-26 21:49:00,CUST-0227,R05,chat,refund,low,16.9,35.2,0,4.3
TCK-000996,2026-04-25 20:37:00,CUST-0219,R05,web_form,payment,normal,13.4,13.7,0,5.0
TCK-000202,2026-05-10 20:01:00,CUST-0283,R01,email,technical,normal,32.6,68.1,1,1.4
TCK-000162,2026-04-20 20:04:00,CUST-0099,R04,chat,payment,high,6.9,36.1,1,3.4
TCK-000730,2026-06-01 21:15:00,CUST-0177,R01,phone,delivery,normal,2.0,16.3,0,4.6
TCK-000402,2026-03-13 08:09:00,CUST-0007,R02,chat,refund,high,10.4,22.7,1,4.7
TCK-000703,2026-05-21 11:04:00,CUST-0082,R01,phone,refund,normal,20.6,40.9,1,3.1
TCK-001130,2026-03-20 20:16:00,CUST-0316,R04,chat,payment,high,1.5,8.1,0,5.0
TCK-000566,2026-04-16 12:35:00,CUST-0251,R03,phone,login,high,1.3,4.9,0,4.9
TCK-001414,2026-05-07 20:00:00,CUST-0300,R05,chat,account,low,6.8,6.6,0,4.3
TCK-001022,2026-06-08 18:15:00,CUST-0109,R02,EMAIL,delivery,high,30.8,43.7,1,2.6
TCK-001026,2026-04-01 20:34:00,CUST-0226,R02,chat,delivery,high,5.5,30.4,1,4.4
TCK-001412,2026-03-25 16:37:00,CUST-0098,R07,phone,login,low,21.8,3.0,0,
TCK-001105,2026-03-31 11:03:00,CUST-0051,R01,phone,technical,normal,9.9,22.9,0,4.4
TCK-000206,2026-03-17 08:56:00,CUST-0093,R01,phone,login,high,11.4,7.6,0,4.6
TCK-000035,2026-03-13 08:57:00,CUST-0299,R04,email,technical,normal,24.5,4.9,0,4.9
TCK-000776,2026-04-20 20:30:00,CUST-0096,R03,web_form,account,high,22.2,4.5,0,3.6
TCK-000509,2026-04-24 10:52:00,CUST-0145,R07,email,payment,high,84.4,42.6,1,1.4
TCK-001486,2026-06-02 17:17:00,CUST-0116,R08,chat,refund,normal,17.7,27.9,1,4.2
TCK-001391,2026-06-01 16:45:00,CUST-0008,R02,email,delivery,normal,90.0,5.7,0,3.5
TCK-000092,2026-03-31 14:43:00,CUST-0129,R08,email,technical,low,50.2,17.3,0,3.7
TCK-001364,2026-04-27 20:25:00,CUST-0051,R01,email,login,normal,18.3,9.7,0,5.0
TCK-000898,2026-03-07 09:01:00,CUST-0189,R01,web_form,delivery,normal,28.3,30.9,1,3.7
TCK-000565,2026-05-02 14:19:00,CUST-0210,R01,chat,account,critical,2.2,18.9,1,4.3
TCK-001370,2026-03-24 16:13:00,CUST-0206,R01,email,login,normal,23.1,3.5,0,4.2
TCK-000777,2026-03-31 19:26:00,CUST-0163,R01,web_form,login,high,20.0,25.0,1,3.9
TCK-000242,2026-04-08 19:31:00,CUST-0167,R04,email,login,normal,122.8,3.9,0,4.3
TCK-000014,2026-05-13 12:23:00,CUST-0158,R02,phone,technical,normal,27.3,26.6,1,3.0
TCK-000316,2026-05-31 10:56:00,CUST-0179,R05,email,payment,normal,119.6,7.1,0,2.9
TCK-000601,2026-03-26 16:33:00,CUST-0211,R01,email,payment,low,108.6,148.6,1,4.0
TCK-000388,2026-03-26 08:24:00,CUST-0082,R01,chat,login,normal,6.1,7.0,0,5.0
TCK-001298,2026-05-19 18:26:00,CUST-0108,R04,chat,login,high,7.9,18.1,1,4.2
TCK-000167,2026-03-09 11:05:00,CUST-0312,R01,phone,payment,high,2.4,5.7,0,4.6
TCK-000841,2026-05-21 09:38:00,CUST-0274,R01,phone,delivery,normal,9.3,17.9,0,5.0
TCK-000021,2026-03-26 12:57:00,CUST-0118,R05,email,refund,low,150.3,42.6,0,1.5
TCK-000647,2026-04-18 13:30:00,CUST-0062,R02,email,account,normal,34.9,10.5,0,4.5
TCK-001155,2026-06-08 17:12:00,CUST-0122,R02,web_form, Refund ,normal,10.6,2.5,0,4.3
TCK-000832,2026-05-27 21:24:00,CUST-0262,R02,email,technical,normal,17.2,31.2,1,3.0
TCK-001268,2026-03-17 19:24:00,CUST-0138,R03,chat,login,low,6.1,2.5,0,5.0
TCK-000563,2026-04-29 11:18:00,CUST-0038,R03,chat,login,normal,7.6,11.2,0,5.0
TCK-001471,2026-04-20 18:41:00,CUST-0223,R06,chat,refund,high,3.0,35.2,1,
TCK-000687,2026-04-05 14:05:00,CUST-0257,R02,chat,refund,low,17.3,5.0,0,5.0
TCK-000958,2026-04-07 10:04:00,CUST-0115,R03,chat,refund,normal,2.7,29.2,1,3.9
TCK-000190,2026-04-29 19:41:00,CUST-0187,R04,web_form,technical,normal,37.7,36.4,1,3.7
TCK-000976,2026-03-12 17:59:00,CUST-0030,R08,email,technical,low,60.8,18.1,0,3.7
TCK-000700,2026-05-14 09:26:00,CUST-0102,R01,email,login,low,119.8,1.4,0,3.1
TCK-000511,2026-06-07 14:17:00,CUST-0161,R03,phone,delivery,normal,15.9,10.4,0,4.5
TCK-001083,2026-05-11 09:40:00,CUST-0008,R07,phone,delivery,high,5.6,19.0,1,4.0
TCK-000475,2026-03-07 08:00:00,CUST-0208,R03,web_form,login,low,14.5,8.3,0,
TCK-000857,2026-05-21 20:42:00,CUST-0034,R07,email,technical,low,65.7,10.3,0,3.7
TCK-000748,2026-04-07 12:11:00,CUST-0187,R01,phone,login,high,4.9,2.4,0,5.0
TCK-000253,2026-05-20 15:05:00,CUST-0182,R03,email,account,high,15.1,4.1,0,4.5
TCK-000022,2026-04-23 08:07:00,CUST-0183,R05,chat,refund,normal,3.6,60.5,1,2.5
TCK-001338,2026-04-01 14:45:00,CUST-0013,R01,email,delivery,normal,43.0,28.6,1,2.9
TCK-000460,2026-04-08 11:47:00,CUST-0058,R03,email,login,low,61.5,8.9,0,3.3
TCK-001185,2026-05-06 16:52:00,CUST-0156,R06,email,payment,normal,5.9,5.7,0,4.8
TCK-000277,2026-03-20 20:48:00,CUST-0265,R02,chat,login,critical,2.0,11.1,1,4.4
TCK-000956,2026-03-11 10:36:00,CUST-0127,R04,phone,refund,normal,22.4,33.3,1,3.9
TCK-001216,2026-04-09 19:14:00,CUST-0046,R08,web_form,payment,normal,20.1,7.5,0,
TCK-000386,2026-03-09 21:10:00,CUST-0013,R01,phone,login,normal,9.9,6.2,0,4.5
TCK-000806,2026-05-17 19:13:00,CUST-0249,R07,chat,delivery,normal,13.3,7.2,0,4.9
TCK-001438,2026-05-06 19:04:00,CUST-0007,R05,web_form,account,low,73.0,8.1,0,3.9
TCK-000344,2026-04-13 19:16:00,CUST-0113,R03,web_form,account,critical,7.8,6.5,1,3.5
TCK-000770,2026-05-25 13:28:00,CUST-0031,R01,phone,technical,normal,14.0,13.1,0,4.5
TCK-001333,2026-05-31 09:12:00,CUST-0212,R03,email,technical,normal,63.4,15.6,0,
TCK-000131,2026-06-04 09:51:00,CUST-0325,R01,Phone ,login,low,54.7,8.7,0,3.8
TCK-000872,2026-06-08 19:48:00,CUST-0206,R03,chat,technical,normal,5.8,11.7,0,4.6
TCK-001124,2026-03-11 18:40:00,CUST-0173,R01,chat,technical,normal,9.1,22.8,0,3.9
TCK-001397,2026-04-09 08:50:00,CUST-0303,R08,phone,technical,normal,11.3,34.5,1,3.4
TCK-000088,2026-05-27 10:15:00,CUST-0064,R05,web_form,delivery,high,21.1,13.9,1,4.4
TCK-001483,2026-03-23 20:43:00,CUST-0245,R01,chat,account,high,2.3,3.9,0,5.0
TCK-000331,2026-03-19 19:52:00,CUST-0184,R07,phone,payment,high,11.6,13.3,1,4.2
TCK-001239,2026-04-03 10:34:00,CUST-0109,R01,email,technical,normal,29.4,23.5,0,4.1
TCK-000467,2026-03-27 08:44:00,CUST-0297,R07,email,delivery,normal,3.2,18.7,0,4.1
TCK-000122,2026-05-30 12:16:00,CUST-0139,R07,email,account,normal,86.1,10.9,0,4.2
TCK-001045,2026-04-30 21:00:00,CUST-0061,R01,email,payment,critical,9.2,18.6,1,3.7
TCK-001096,2026-04-20 10:45:00,CUST-0092,R05,chat,login,normal,2.0,0.9,0,4.7
TCK-001131,2026-05-18 16:14:00,CUST-0106,R05,chat,account,low,1.0,12.0,0,5.0
TCK-001295,2026-03-12 16:56:00,CUST-0176,R03,web_form,payment,normal,11.2,4.1,0,4.9
TCK-000861,2026-05-12 12:58:00,CUST-0220,R02,email,login,normal,45.4,5.4,0,4.2
TCK-001460,2026-04-07 10:13:00,CUST-0060,R06,phone,account,low,7.4,1.3,0,5.0
TCK-001127,2026-05-06 21:21:00,CUST-0079,R01,chat,payment,low,22.3,15.2,0,4.8
