shipment_id,order_date,origin_city,destination_city,transport_type,cargo_weight_kg,planned_days,actual_days,delivery_cost_rub,delivery_status
SHP006374,2025-08-31,Санкт-Петербург,Новосибирск,Железная дорога,719.6,7,7,6455.08,В срок
SHP000300,2025-04-09,Санкт-Петербург,Казань,Авто,142.3,4,4,3110.86,В срок
SHP005249,2025-01-22,Москва,Уфа,Авто,300.0,4,4,3989.26,В срок
SHP001390,2025-07-21,Москва,Уфа,Авто,290.9,4,8,3405.98,Задержка
SHP002716,2025-06-30,Санкт-Петербург,Пермь,Авто,455.8,4,4,4973.97,В срок
SHP003445,2025-10-03,Москва,Казань,Авто,83.0,3,3,2231.11,В срок
SHP008108,2025-10-21,Санкт-Петербург,Казань,Авиа,93.4,2,2,9059.25,В срок
SHP005211,2025-11-12,Новосибирск,Москва,Авиа,97.6,3,3,18419.07,В срок
SHP006216,2025-06-20,Екатеринбург,Санкт-Петербург,Железная дорога,903.2,5,5,5175.18,В срок
SHP004139,2025-07-01,Новосибирск,Самара,Железная дорога,,5,5,4856.7,В срок
SHP004770,2025-02-01,Екатеринбург,Санкт-Петербург,Авто,243.1,5,6,4914.94,Задержка
SHP007020,2025-01-12,Казань,Новосибирск,Авиа,323.4,3,3,14991.86,В срок
SHP008570,2025-05-15,Новосибирск,Санкт-Петербург,Авто,329.2,7,7,7448.04,В срок
SHP008743,2025-01-24,Москва,Ростов-на-Дону,Авто,280.1,3,3,3741.28,В срок
SHP007549,2025-05-19,Москва,нижний новгород,Авто,189.1,2,2,2256.79,В срок
SHP003229,2025-01-28,Москва,Казань,Авиа,61.3,2,2,6051.2,В срок
SHP007181,2025-11-19,Новосибирск,Екатеринбург,Авиа,398.7,2,2,10575.79,В срок
SHP004020,2025-09-15,Санкт-Петербург,Екатеринбург,Железная дорога,636.8,5,4,4472.59,В срок
SHP009419,2025-02-06,Москва,Новосибирск,Железная дорога,137.9,6,6,5684.5,В срок
SHP006483,2025-05-28,Москва,Казань,Авто,25.5,3,3,2161.8,В срок
SHP007611,2025-04-25,Москва,Уфа,Железная дорога,164.2,4,4,3302.56,В срок
SHP007613,2025-09-11,Казань,Екатеринбург,Авто,103.2,3,4,2258.15,Задержка
SHP007833,2025-02-12,Москва,Санкт-Петербург,Авиа,414.8,2,2,7708.96,В срок
SHP005601,2025-06-15,Екатеринбург,Санкт-Петербург,Железная дорога,126.7,5,5,4421.47,В срок
SHP003665,2025-06-02,Новосибирск,Самара,Железная дорога,178.7,5,4,5240.87,В срок
SHP000727,2025-04-14,Москва,Самара,Авто,325.4,3,6,3352.34,Задержка
SHP005495,2025-01-16,Москва,Пермь,Авто,222.1,4,4,3529.6,В срок
SHP003262,2025-08-19,Санкт-Петербург,Ростов-на-Дону,Железная дорога,221.1,5,5,3838.37,В срок
SHP004189,2025-06-27,Екатеринбург,Москва,Железная дорога,188.4,4,7,3236.77,Задержка
SHP007637,2025-08-06,Москва,Нижний Новгород,Авто,568.7,2,2,2912.99,В срок
SHP004965,2025-12-22,Москва,Екатеринбург,Авиа,122.0,2,2,10425.09,В срок
SHP002662,2025-04-10,Москва,Санкт-Петербург,Авто,141.7,3,3,2366.73,В срок
SHP002738,2025-08-15,Москва,Казань,Авто,446.5,3,5,3225.49,Задержка
SHP007794,2025-08-31,Санкт-Петербург,Казань,Железная дорога,477.9,4,4,3755.68,В срок
SHP000755,2025-08-02,Санкт-Петербург,Пермь,Авто,157.6,4,4,4502.17,В срок
SHP005528,2025-01-07,Москва,Нижний Новгород,Авто,436.6,2,2,2531.12,В срок
SHP005642,2025-09-19,Москва,Казань,Авто,283.9,3,3,3064.76,В срок
SHP009050,2025-09-11,Казань,Самара,Авто,584.0,2,2,2725.02,В срок
SHP003970,2025-11-30,Санкт-Петербург,Москва,Авто,286.5,3,3,3031.73,В срок
SHP005464,2025-09-17,Казань,Пермь,Авто,172.2,2,2,2413.34,В срок
SHP001929,2025-05-17,Москва,Самара,Железная дорога,58.5,4,4,2504.27,В срок
SHP001248,2025-05-15,Москва,Уфа,Железная дорога,103.3,4,4,3302.2,В срок
SHP004412,2025-10-09,Москва,Нижний Новгород,Железная дорога,286.6,3,3,2591.7,В срок
SHP004926,2025-04-21,Москва,Санкт-Петербург,Авто,147.5,3,3,2307.88,В срок
SHP004738,2025-03-22,Екатеринбург,Новосибирск,Авто,468.3,4,3,4122.48,В срок
SHP001461,2025-04-25,Москва,Пермь,Железная дорога,180.1,4,7,3317.47,Задержка
SHP000229,2025-03-16,Москва,Санкт-Петербург,Авто,128.3,3,7,2405.9,Задержка
SHP002068,2025-10-20,Москва,Ростов-на-Дону,Железная дорога,1101.9,4,7,4277.73,Задержка
SHP007689,2025-04-30,Москва,Нижний Новгород,Авто,184.7,2,2,2097.91,В срок
SHP002042,2025-08-18,Новосибирск,Уфа,Железная дорога,110.0,5,5,3772.89,В срок
SHP005996,2025-04-09,Москва,Самара,Авиа,197.8,2,2,7532.0,В срок
SHP003567,2025-10-16,Москва,Екатеринбург,Железная дорога,368.2,4,4,3619.69,В срок
SHP003513,15.01.2025,Москва,Нижний Новгород,Авто,84.5,2,2,1906.44,В срок
SHP006789,2025-03-31,Казань,Уфа,Авто,173.3,2,2,2259.18,В срок
SHP004318,2025-09-28,Екатеринбург,Москва,Железная дорога,379.5,4,4,4449.08,В срок
SHP008324,2025-04-06,Санкт-Петербург,Екатеринбург,Авиа,349.3,2,2,11682.65,В срок
SHP002241,2025-10-23,Москва,Санкт-Петербург,Авто,378.1,3,3,3029.29,В срок
SHP009721,2025-04-20,Казань,Ростов-на-Дону,Авто,289.3,4,4,4070.62,В срок
SHP007625,2025-07-04,Санкт-Петербург,Новосибирск,Авиа,113.2,3,2,15337.57,В срок
SHP002443,2025-07-11,Москва,Пермь,Авто,338.0,4,0,3514.36,В срок
SHP004622,2025-12-31,Москва,Ростов-на-Дону,Авто,244.4,3,3,2885.42,В срок
SHP009943,2025-03-03,Москва,Санкт-Петербург,Авиа,249.9,2,1,7672.99,В срок
SHP006841,2025-03-26,Москва,Уфа,Железная дорога,105.7,4,3,3520.98,В срок
SHP009542,2025-09-26,Екатеринбург,Нижний Новгород,Железная дорога,492.6,4,8,3602.21,Задержка
SHP005981,2025-02-10,Санкт-Петербург,Казань,Авиа,180.1,2,2,10216.45,В срок
SHP004824,2025-11-03,Казань,Нижний Новгород,Авиа,201.3,2,2,5762.52,В срок
SHP002594,2025-02-11,Москва,Санкт-Петербург,Авто,112.9,3,3,2343.97,В срок
SHP000994,2025-05-30,Екатеринбург,Казань,Авто,324.3,3,3,2852.86,В срок
SHP008217,2025-01-12,Москва,Уфа,Железная дорога,393.9,4,5,3302.49,Задержка
SHP004000,2025-08-12,Казань,Москва,Авто,90.4,3,3,2959.88,В срок
SHP008397,2025-03-20,Москва,Новосибирск,Железная дорога,83.7,6,6,5075.09,В срок
SHP000855,2025-11-22,Москва,Ростов-на-Дону,Железная дорога,378.5,4,3,3100.95,В срок
SHP009213,2025-10-07,Казань,Екатеринбург,Авто,165.9,3,3,2474.06,В срок
SHP002559,2025-07-17,Казань,Нижний Новгород,Авто,183.1,2,2,1977.16,В срок
SHP001640,2025-11-14,Новосибирск,Санкт-Петербург,Железная дорога,46.2,7,6,4859.8,В срок
SHP008513,2025-06-07,Москва,Казань,Авто,123.4,3,3,2477.02,В срок
SHP001100,2025-11-20,Санкт-Петербург,Казань,Железная дорога,227.2,4,4,3229.79,В срок
SHP002675,2025-12-31,Москва,Санкт-Петербург,Авто,697.6,3,3,3580.15,В срок
SHP009276,2025-09-20,Санкт-Петербург,Уфа,Железная дорога,182.8,5,5,4002.21,В срок
SHP004967,2025-12-19,Санкт-Петербург,Самара,Железная дорога,257.7,4,4,4033.7,В срок
SHP008647,2025-06-06,Санкт-Петербург,Казань,Железная дорога,995.9,4,3,4658.11,В срок
SHP003412,2025-04-02,Санкт-Петербург,Самара,Железная дорога,228.8,4,4,3655.81,В срок
SHP002837,2025-05-15,Санкт-Петербург,Ростов-на-Дону,Железная дорога,166.0,5,5,4263.27,В срок
SHP002370,2025-11-16,Москва,Пермь,Авто,295.7,4,4,3330.96,В срок
SHP009174,2025-12-23,Екатеринбург,Пермь,Авто,67.5,2,2,1684.02,В срок
SHP007275,2025-04-01,Москва,Нижний Новгород,Авто,61.8,2,2,1802.35,В срок
SHP009520,2025-09-12,Казань,Пермь,Авто,352.9,2,2,2810.94,В срок
SHP004750,2025-04-02,Новосибирск,Казань,Авиа,297.9,3,3,13588.66,В срок
SHP001465,2025-11-17,Новосибирск,Уфа,Авто,220.3,5,4,4297.46,В срок
SHP007860,2025-01-04,Москва,Казань,Авто,396.6,3,5,3330.9,Задержка
SHP002112,2025-06-26,Екатеринбург,Нижний Новгород,Авто,263.2,3,2,3395.32,В срок
SHP002442,2025-07-03,Москва,Екатеринбург,Авто,150.0,4,4,4063.87,В срок
SHP009180,2025-01-15,Екатеринбург,Нижний Новгород,Авто,326.5,3,6,3494.24,Задержка
SHP008079,2025-10-26,Москва,Новосибирск,Авиа,52.4,3,3,17610.71,В срок
SHP002428,2025-03-08,Санкт-Петербург,Екатеринбург,Авиа,1286.9,2,1,16947.55,В срок
SHP000342,2025-03-22,Екатеринбург,Нижний Новгород,Железная дорога,304.8,4,4,3310.92,В срок
SHP002015,2025-05-24,Казань,Уфа,Авто,185.5,2,2,2048.69,В срок
SHP006283,2025-05-15,Казань,Москва,Авто,275.3,3,3,2873.24,В срок
SHP009064,2025-02-13,Екатеринбург,Казань,Авто,333.1,3,4,2904.95,Задержка
SHP005442,2025-07-18,Санкт-Петербург,Казань,Железная дорога,277.9,4,4,3399.97,В срок
SHP005404,2025-02-02,Новосибирск,Нижний Новгород,Железная дорога,180.0,6,6,4231.29,В срок
SHP008792,2025-11-23,Москва,Самара,Железная дорога,295.9,4,7,2840.89,Задержка
SHP005874,2025-03-01,Москва,Ростов-на-Дону,Авто,414.7,3,6,3754.29,Задержка
SHP009911,2025-05-04,Новосибирск,Москва,Авиа,204.3,3,3,17843.39,В срок
SHP008957,2025-10-28,Москва,Самара,Железная дорога,52.4,4,4,2675.49,В срок
SHP002503,2025-12-02,Екатеринбург,Нижний Новгород,Железная дорога,595.1,4,4,3609.46,В срок
SHP007221,2025-09-29,Москва,Ростов-на-Дону,Авто,192.5,3,3,2993.86,В срок
SHP002108,2025-03-31,Новосибирск,Пермь,Авто,95.9,5,5,4198.54,В срок
SHP008867,2025-02-18,Казань,Самара,Авто,140.3,2,4,1844.73,Задержка
SHP001182,2025-04-17,Санкт-Петербург,Нижний Новгород,Железная дорога,176.5,4,4,2731.4,В срок
SHP008192,2025-04-04,Екатеринбург,Нижний Новгород,Железная дорога,531.3,4,4,3804.43,В срок
SHP001944,2025-01-04,Санкт-Петербург,Новосибирск,Авиа,445.5,3,3,18546.56,В срок
SHP006836,2025-05-15,Москва,Санкт-Петербург,Авто,94.5,3,3,2436.79,В срок
SHP006230,2025-03-19,Москва,Санкт-Петербург,Авто,761.5,3,3,4402.36,В срок
SHP002147,2025-01-11,Москва,Уфа,Железная дорога,176.8,4,6,3259.27,Задержка
SHP000330,2025-05-31,Москва,Самара,Железная дорога,720.6,4,6,3246.81,Задержка
SHP001165,2025-11-25,Казань,Новосибирск,Железная дорога,266.0,5,9,4665.88,Задержка
SHP008186,2025-09-03,Москва,Ростов-на-Дону,Железная дорога,389.4,4,4,3327.84,В срок
SHP000960,2025-10-26,Новосибирск,Уфа,Железная дорога,373.1,5,4,4477.22,В срок
SHP001323,2025-07-14,Казань,Уфа,Авто,276.5,2,2,2436.32,В срок
SHP006832,2025-04-25,Новосибирск,Самара,Авто,314.5,6,6,5336.67,В срок
SHP006651,2025-02-28,Санкт-Петербург,Екатеринбург,Авто,283.8,5,5,4836.54,В срок
SHP008341,2025-02-19,Москва,Новосибирск,Авиа,326.8,3,2,17466.08,В срок
SHP004663,2025-09-13,Екатеринбург,Новосибирск,Авто,289.7,4,4,4127.48,В срок
SHP000547,2025-09-23,Москва,Новосибирск,Авиа,969.1,3,6,20787.95,Задержка
SHP005250,2025-05-19,Москва,Уфа,Железная дорога,328.9,4,4,3341.41,В срок
SHP009225,2025-10-23,Казань,Пермь,Железная дорога,333.2,3,3,2491.9,В срок
SHP000325,2025-12-24,Казань,Уфа,Авто,279.5,2,2,2435.93,В срок
SHP005113,2025-01-29,Москва,Казань,Железная дорога,181.9,3,3,2480.31,В срок
SHP007823,2025-05-17,Санкт-Петербург,Казань,Авиа,323.3,2,1,9972.99,В срок
SHP000684,2025-04-11,Санкт-Петербург,Самара,Железная дорога,73.5,4,4,3362.94,В срок
SHP009767,2025-04-18,Санкт-Петербург,Москва,Авиа,383.0,2,2,7667.66,В срок
SHP008687,2025-05-22,Москва,Новосибирск,Авиа,308.0,3,2,16669.35,В срок
SHP001961,2025-01-20,Москва,Самара,Железная дорога,149.8,4,6,2671.83,Задержка
