contact_id,contact_date,channel,campaign_type,customer_segment,device_type,ad_cost_rub,clicked,converted,revenue_rub
MKT006859,2025-08-22,Поисковая реклама,Имиджевая кампания,Повторный,Компьютер,25.22,0,0,0.0
MKT008912,2025-05-14,Социальные сети,Программа лояльности,Новый,Мобильное устройство,8.71,0,0,0.0
MKT001534,2025-11-01,Медийная реклама,Программа лояльности,Лояльный,Компьютер,8.0,0,0,0.0
MKT007888,2025-01-26,Email,Новый продукт,Лояльный,мобильное ,3.22,0,0,0.0
MKT003777,2025-06-27,Социальные сети,Сезонная акция,Повторный,Компьютер,7.32,0,0,0.0
MKT005132,2025-08-04,Email,Ретаргетинг,Повторный,Мобильное устройство,1.74,0,0,0.0
MKT006462,2025-03-02,Социальные сети,Сезонная акция,Новый,Мобильное устройство,8.55,0,0,0.0
MKT006361,2025-08-21,Email,Ретаргетинг,Лояльный,Мобильное устройство,1.88,0,0,0.0
MKT005653,2025-09-16,Социальные сети,Новый продукт,Повторный,Мобильное устройство,13.41,1,0,0.0
MKT006299,2025-08-30,Поисковая реклама,Имиджевая кампания,Новый,Мобильное устройство,18.21,0,0,0.0
MKT006662,2025-08-14,Поисковая реклама,Программа лояльности,Лояльный,Компьютер,16.34,0,0,0.0
MKT004116,2025-05-02,Push,Ретаргетинг,Повторный,Мобильное устройство,1.81,1,0,0.0
MKT003081,2025-08-04,Медийная реклама,Сезонная акция,Повторный,Мобильное устройство,7.32,0,0,0.0
MKT000591,2025-05-12,Медийная реклама,Имиджевая кампания,Новый,Мобильное устройство,6.24,0,0,0.0
MKT008587,2025-07-19,Социальные сети,Сезонная акция,Новый,Мобильное устройство,12.6,0,0,0.0
MKT009189,2025-03-28,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,16.69,0,0,0.0
MKT006061,2025-03-28,Email,НОВЫЙ ПРОДУКТ,Повторный,Мобильное устройство,3.14,1,0,0.0
MKT001709,2025-10-23,Социальные сети,Новый продукт,Повторный,Компьютер,10.2,0,0,0.0
MKT002350,2025-11-12,Push,Новый продукт,Новый,Мобильное устройство,1.74,0,0,0.0
MKT004428,2025-04-11,Email,Имиджевая кампания,Повторный,Мобильное устройство,1.95,0,0,0.0
MKT009705,2025-02-03,Поисковая реклама,Сезонная акция,Повторный,Мобильное устройство,26.2,0,0,0.0
MKT007583,2025-04-14,Push,Сезонная акция,Новый,Компьютер,1.47,0,0,0.0
MKT009141,2025-06-22,Поисковая реклама,Новый продукт,Лояльный,Компьютер,23.89,0,0,0.0
MKT001505,2025-01-05,Социальные сети,Программа лояльности,Новый,Планшет,5.87,0,0,0.0
MKT001914,2025-05-16,Социальные сети,Программа лояльности,Повторный,Мобильное устройство,8.05,0,0,0.0
MKT004472,2025-08-17,Email,Сезонная акция,Новый,Мобильное устройство,2.75,0,0,0.0
MKT005712,2025-04-29,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,22.62,0,0,0.0
MKT000465,2025-03-24,Поисковая реклама,Ретаргетинг,Лояльный,Мобильное устройство,15.78,0,0,0.0
MKT003506,2025-07-03,Поисковая реклама,Сезонная акция,Новый,Компьютер,25.77,0,0,0.0
MKT009336,2025-12-24,Email,Новый продукт,Лояльный,Компьютер,2.19,0,0,0.0
MKT004815,2025-12-22,Социальные сети,Ретаргетинг,Лояльный,Мобильное устройство,9.83,0,0,0.0
MKT007906,2025-02-13,Email,Ретаргетинг,Лояльный,Планшет,1.4,0,0,0.0
MKT009607,2025-10-04,Email,Ретаргетинг,Новый,Мобильное устройство,2.39,0,0,0.0
MKT007131,2025-01-29,Поисковая реклама,Новый продукт,Повторный,Мобильное устройство,31.58,1,0,0.0
MKT001399,2025-07-06,Поисковая реклама,Ретаргетинг,Новый,Компьютер,23.33,1,0,0.0
MKT001532,2025-10-08,Email,Ретаргетинг,Повторный,Мобильное устройство,2.24,0,0,0.0
MKT000485,2025-07-03,Поисковая реклама,Ретаргетинг,Новый,Компьютер,12.78,0,0,0.0
MKT001529,2025-03-31,Социальные сети,Новый продукт,Повторный,Компьютер,13.67,0,0,0.0
MKT008551,2025-07-05,Медийная реклама,Программа лояльности,Лояльный,Мобильное устройство,6.32,0,0,0.0
MKT000921,2025-04-23,Социальные сети,Сезонная акция,Лояльный,Мобильное устройство,15.1,0,0,0.0
MKT005623,2025-09-05,Поисковая реклама,Сезонная акция,Повторный,Компьютер,19.82,0,0,0.0
MKT001057,2025-06-15,Социальные сети,Новый продукт,Новый,Компьютер,16.38,0,0,
MKT008038,2025-08-24,Email,Сезонная акция,Лояльный,Компьютер,1.79,0,0,0.0
MKT007830,2025-12-30,Email,Имиджевая кампания,Повторный,Компьютер,2.6,0,0,0.0
MKT006038,2025-04-04,Социальные сети,Новый продукт,Повторный,Планшет,8.08,0,0,0.0
MKT001563,2025-05-06,Email,Сезонная акция,Повторный,Мобильное устройство,3.67,0,0,0.0
MKT007882,2025-11-29,Поисковая реклама,Программа лояльности,Повторный,Мобильное устройство,8.65,1,1,6988.34
MKT007436,2025-03-26,Email,Имиджевая кампания,Повторный,Мобильное устройство,1.99,0,0,0.0
MKT009130,2025-09-10,Медийная реклама,Ретаргетинг,Новый,Мобильное устройство,4.2,0,0,0.0
MKT009520,2025-01-13,Поисковая реклама,Сезонная акция,Лояльный,Компьютер,12.08,1,0,0.0
MKT007735,2025-11-06,Медийная реклама,Имиджевая кампания,Повторный,Компьютер,6.23,0,0,0.0
MKT004759,2025-02-22,Медийная реклама,Ретаргетинг,Новый,Мобильное устройство,5.51,0,0,0.0
MKT002705,2025-11-07,Email,Имиджевая кампания,Повторный,Мобильное устройство,1.94,0,0,0.0
MKT004979,2025-01-08,Поисковая реклама,Новый продукт,Новый,Мобильное устройство,19.54,0,0,0.0
MKT003126,2025-02-19,Медийная реклама,Ретаргетинг,Новый,Мобильное устройство,4.53,1,0,0.0
MKT003339,2025-04-02,Поисковая реклама,Имиджевая кампания,Повторный,Мобильное устройство,22.47,0,0,0.0
MKT000740,2025-11-21,Push,Ретаргетинг,Новый,Планшет,1.52,0,0,0.0
MKT001535,2025-02-06,Email,Новый продукт,Повторный,Компьютер,2.27,0,0,0.0
MKT001967,2025-03-18,Email,Ретаргетинг,Новый,Мобильное устройство,2.58,0,0,0.0
MKT000447,2025-09-09,Социальные сети,Ретаргетинг,Новый,Компьютер,9.65,0,0,0.0
MKT004796,2025-09-07,Email,Имиджевая кампания,Лояльный,Мобильное устройство,1.95,0,0,0.0
MKT001734,2025-05-27,Email,Новый продукт,Повторный,Мобильное устройство,2.55,0,0,0.0
MKT000957,2025-12-08,Email,Ретаргетинг,Повторный,Планшет,2.76,0,0,0.0
MKT009849,2025-06-02,Email,Сезонная акция,Повторный,Компьютер,2.22,0,0,0.0
MKT000736,2025-03-26,Медийная реклама,Сезонная акция,Повторный,Мобильное устройство,7.88,0,0,0.0
MKT008459,2025-06-03,Push,Программа лояльности,Лояльный,Планшет,1.25,0,0,0.0
MKT003161,2025-01-07,Социальные сети,Ретаргетинг,Лояльный,Мобильное устройство,10.02,0,0,0.0
MKT002528,2025-02-20,Email,Программа лояльности,Повторный,Мобильное устройство,1.91,0,0,0.0
MKT007132,2025-01-30,Поисковая реклама,Новый продукт,Новый,Мобильное устройство,15.22,0,0,0.0
